Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Underhood ID	Veh Class	Air Pollution Score	FE Calc Appr	City MPG	Hwy MPG	Cmb MPG	Unadj Cmb MPG	Greenhouse Gas Score	SmartWay
SUBARU Legacy	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	FA	B5	6FJXX02.5MTC	small car	6	N/A	20	27	23	30.0241	7	yes
SUBARU Legacy	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	FA	B5	6FJXX02.5NVD	small car	6	N/A	20	27	23	30.0241	7	yes
SUBARU Legacy	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXX02.5MTC	small car	6	N/A	20	27	22	29.0252	6	no
SUBARU Legacy	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	CA	L2	6FJXX02.5MTC	small car	6	N/A	20	27	23	30.0241	7	yes
SUBARU Legacy	2.5	(4 cyl)	Auto-S5	4WD	Gasoline	FC	B8	6FJXX02.5YPY	small car	3	N/A	17	23	19	25.0119	5	no
SUBARU Legacy	2.5	(4 cyl)	Man-5	4WD	Gasoline	FC	B8	6FJXX02.5YPY	small car	3	N/A	17	24	20	25.7486	6	no
SUBARU Legacy Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	S2	6FJXX02.5NVD	station wagon	9.5	N/A	20	27	22	29.0252	6	yes
SUBARU Legacy Wagon	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	CA	S2	6FJXX02.5NVD	station wagon	9.5	N/A	20	27	23	30.0241	7	yes
SUBARU Legacy Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5MTC	station wagon	6	N/A	20	27	22	29.0252	6	no
SUBARU Legacy Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5NVD	station wagon	6	N/A	20	27	22	29.0252	6	no
SUBARU Legacy Wagon	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	FA	B5	6FJXX02.5MTC	station wagon	6	N/A	20	27	23	30.0241	7	yes
SUBARU Legacy Wagon	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	FA	B5	6FJXX02.5NVD	station wagon	6	N/A	20	27	23	30.0241	7	yes
SUBARU Legacy Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXX02.5MTC	station wagon	6	N/A	20	27	22	29.0252	6	no
SUBARU Legacy Wagon	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	CA	L2	6FJXX02.5MTC	station wagon	6	N/A	20	27	23	30.0241	7	yes
SUBARU Legacy Wagon	2.5	(4 cyl)	Auto-S5	4WD	Gasoline	FC	B8	6FJXX02.5YPY	station wagon	3	N/A	17	23	19	25.0119	5	no
SUBARU Legacy Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	FC	B8	6FJXX02.5YPY	station wagon	3	N/A	17	24	20	25.7486	6	no
SUBARU Outback	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	CA	S2	6FJXX02.5NVD	SUV	9.5	N/A	20	26	22	28.8161	6	yes
SUBARU Outback	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	FA	B5	6FJXX02.5MTC	SUV	6	N/A	20	26	22	28.8161	6	no
SUBARU Outback	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	FA	B5	6FJXX02.5NVD	SUV	6	N/A	20	26	22	28.8161	6	no
SUBARU Outback	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	CA	L2	6FJXX02.5MTC	SUV	6	N/A	20	26	22	28.8161	6	no
SUBARU Outback	3	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6FJXT03.0TLW	SUV	6	N/A	17	24	20	25.5152	6	no
SUBARU Outback	3	(6 cyl)	Auto-S5	4WD	Gasoline	CA	L2	6FJXT03.0TLW	SUV	6	N/A	17	24	20	25.5152	6	no
SUBARU Outback Sport	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXV02.5PRA	station wagon	6	N/A	17	24	20	25.7486	6	no
SUBARU Outback Sport	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXV02.5PRA	station wagon	6	N/A	18	24	20	26.651	6	no
SUBARU Outback Sport	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXX02.5MTC	station wagon	6	N/A	20	25	22	28.947	6	no
SUBARU Outback Sport	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5MTC	station wagon	6	N/A	20	27	22	29.0252	6	no
SUBARU Outback Sport	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXV02.5PRA	station wagon	6	N/A	17	24	20	25.7486	6	no
SUBARU Outback Sport	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXV02.5PRA	station wagon	6	N/A	18	24	20	26.651	6	no
SUBARU Outback Sport	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXX02.5MTC	station wagon	6	N/A	20	25	22	28.947	6	no
SUBARU Outback Sport	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXX02.5MTC	station wagon	6	N/A	20	27	22	29.0252	6	no
SUBARU Outback Wagon	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	CA	S2	6FJXX02.5NVD	SUV	9.5	N/A	20	26	22	28.8161	6	yes
SUBARU Outback Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	S2	6FJXX02.5NVD	SUV	9.5	N/A	20	26	22	29.104	6	yes
SUBARU Outback Wagon	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	FA	B5	6FJXX02.5MTC	SUV	6	N/A	20	26	22	28.8161	6	no
SUBARU Outback Wagon	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	FA	B5	6FJXX02.5NVD	SUV	6	N/A	20	26	22	28.8161	6	no
SUBARU Outback Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5MTC	SUV	6	N/A	20	26	22	29.104	6	no
SUBARU Outback Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5NVD	SUV	6	N/A	20	26	22	29.104	6	no
SUBARU Outback Wagon	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	CA	L2	6FJXX02.5MTC	SUV	6	N/A	20	26	22	28.8161	6	no
SUBARU Outback Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXX02.5MTC	SUV	6	N/A	20	26	22	29.104	6	no
SUBARU Outback Wagon	3	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6FJXT03.0TLW	SUV	6	N/A	17	24	20	25.5152	6	no
SUBARU Outback Wagon	3	(6 cyl)	Auto-S5	4WD	Gasoline	CA	L2	6FJXT03.0TLW	SUV	6	N/A	17	24	20	25.5152	6	no
SUBARU Outback Wagon	2.5	(4 cyl)	Auto-S5	4WD	Gasoline	FC	B8	6FJXX02.5YPY	SUV	3	N/A	17	23	19	24.5257	5	no
SUBARU Outback Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	FC	B8	6FJXX02.5YPY	SUV	3	N/A	17	23	19	24.9846	5	no
SUZUKI Aerio	2.3	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B8	6SKXV2.295D1	small car	3	N/A	21	26	23	30.2004	7	no
SUZUKI Aerio	2.3	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B8	6SKXV2.295D1	small car	3	N/A	22	28	24	32.1028	7	no
SUZUKI Aerio	2.3	(4 cyl)	Man-5	2WD	Gasoline	FA	B8	6SKXV2.295D1	small car	3	N/A	22	28	24	32.1214	7	no
SUZUKI Aerio SX	2.3	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B8	6SKXV2.295D1	station wagon	3	N/A	21	26	23	30.2004	7	no
SUZUKI Aerio SX	2.3	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B8	6SKXV2.295D1	station wagon	3	N/A	22	28	24	31.8191	7	no
SUZUKI Aerio SX	2.3	(4 cyl)	Man-5	2WD	Gasoline	FA	B8	6SKXV2.295D1	station wagon	3	N/A	22	28	24	32.1126	7	no
SUZUKI Forenza	2	(4 cyl)	Auto-4	2WD	Gasoline	FC	U2	6GDXV02.0D04	small car	7	N/A	19	28	22	28.9921	6	yes
SUZUKI Forenza	2	(4 cyl)	Man-5	2WD	Gasoline	FC	U2	6GDXV02.0D04	small car	7	N/A	20	28	23	30.1545	7	yes
SUZUKI Forenza	2	(4 cyl)	Auto-4	2WD	Gasoline	FC	B5	6GDXV02.0D04	small car	6	N/A	19	28	22	28.9921	6	no
SUZUKI Forenza	2	(4 cyl)	Man-5	2WD	Gasoline	FC	B5	6GDXV02.0D04	small car	6	N/A	20	28	23	30.1545	7	yes
SUZUKI Grand Vitara	2.7	(6 cyl)	Man-5	2WD	Gasoline	FA	B5	6SKXT2.745E1	SUV	6	N/A	16	22	18	23.7566	5	no
SUZUKI Grand Vitara	2.7	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6SKXT2.745E1	SUV	6	N/A	17	22	19	24.848	5	no
SUZUKI Grand Vitara	2.7	(6 cyl)	Man-5	4WD	Gasoline	FA	B5	6SKXT2.745E1	SUV	6	N/A	16	21	18	23.3786	5	no
SUZUKI Grand Vitara	2.7	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6SKXT2.745E1	SUV	6	N/A	17	21	19	24.2613	5	no
SUZUKI Grand Vitara	2.7	(6 cyl)	Man-5	2WD	Gasoline	CA	L2	6SKXT2.745E1	SUV	6	N/A	16	22	18	23.7566	5	no
SUZUKI Grand Vitara	2.7	(6 cyl)	Auto-L5	2WD	Gasoline	CA	L2	6SKXT2.745E1	SUV	6	N/A	17	22	19	24.848	5	no
SUZUKI Grand Vitara	2.7	(6 cyl)	Man-5	4WD	Gasoline	CA	L2	6SKXT2.745E1	SUV	6	N/A	16	21	18	23.3786	5	no
SUZUKI Grand Vitara	2.7	(6 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6SKXT2.745E1	SUV	6	N/A	17	21	19	24.2613	5	no
SUZUKI Grand Vitara XL-7	2.7	(6 cyl)	Man-5	2WD	Gasoline	FA	B5	6SKXT2.745E1	SUV	6	N/A	15	20	17	22.334	4	no
SUZUKI Grand Vitara XL-7	2.7	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6SKXT2.745E1	SUV	6	N/A	16	21	18	22.8905	5	no
SUZUKI Grand Vitara XL-7	2.7	(6 cyl)	Man-5	4WD	Gasoline	FA	B5	6SKXT2.745E1	SUV	6	N/A	15	20	17	22.0986	4	no
SUZUKI Grand Vitara XL-7	2.7	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6SKXT2.745E1	SUV	6	N/A	15	20	17	22.4483	4	no
SUZUKI Grand Vitara XL-7	2.7	(6 cyl)	Man-5	2WD	Gasoline	CA	L2	6SKXT2.745E1	SUV	6	N/A	15	20	17	22.334	4	no
SUZUKI Grand Vitara XL-7	2.7	(6 cyl)	Auto-L5	2WD	Gasoline	CA	L2	6SKXT2.745E1	SUV	6	N/A	16	21	18	22.8905	5	no
SUZUKI Grand Vitara XL-7	2.7	(6 cyl)	Man-5	4WD	Gasoline	CA	L2	6SKXT2.745E1	SUV	6	N/A	15	20	17	22.0986	4	no
SUZUKI Grand Vitara XL-7	2.7	(6 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6SKXT2.745E1	SUV	6	N/A	15	20	17	22.4483	4	no
SUZUKI Reno	2	(4 cyl)	Auto-4	2WD	Gasoline	FC	U2	6GDXV02.0D04	small car	7	N/A	19	28	22	28.9921	6	yes
SUZUKI Reno	2	(4 cyl)	Man-5	2WD	Gasoline	FC	U2	6GDXV02.0D04	small car	7	N/A	20	28	23	30.1545	7	yes
SUZUKI Reno	2	(4 cyl)	Auto-4	2WD	Gasoline	FC	B5	6GDXV02.0D04	small car	6	N/A	19	28	22	28.9921	6	no
SUZUKI Reno	2	(4 cyl)	Man-5	2WD	Gasoline	FC	B5	6GDXV02.0D04	small car	6	N/A	20	28	23	30.1545	7	yes
SUZUKI Swift	1.6	(4 cyl)	Auto-4	2WD	Gasoline	FC	U2	6GDXV01.6D04	small car	7	N/A	21	31	25	32.6016	7	yes
SUZUKI Swift	1.6	(4 cyl)	Man-5	2WD	Gasoline	FC	U2	6GDXV01.6D04	small car	7	N/A	22	32	26	34.1845	8	yes
SUZUKI Swift	1.6	(4 cyl)	Auto-4	2WD	Gasoline	FC	B5	6GDXV01.6D04	small car	6	N/A	21	31	25	32.6016	7	yes
SUZUKI Swift	1.6	(4 cyl)	Man-5	2WD	Gasoline	FC	B5	6GDXV01.6D04	small car	6	N/A	22	32	26	34.1845	8	yes
SUZUKI Verona	2.5	(6 cyl)	Auto-4	2WD	Gasoline	FC	U2	6GDXV02.5D04	midsize car	7	N/A	17	25	20	26.1761	6	yes
SUZUKI Verona	2.5	(6 cyl)	Auto-4	2WD	Gasoline	FC	B5	6GDXV02.5D04	midsize car	6	N/A	17	25	20	26.1761	6	no
TOYOTA 4Runner	4.7	(8 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6TYXT04.7PEM	SUV	7	N/A	15	18	16	21.1273	4	no
TOYOTA 4Runner	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6TYXT04.7PKX	SUV	7	N/A	14	18	16	20.3693	4	no
TOYOTA 4Runner	4	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6TYXT04.0NEM	SUV	6	N/A	16	20	18	23.2945	5	no
TOYOTA 4Runner	4	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6TYXT04.0NEM	SUV	6	N/A	15	19	17	21.6876	4	no
TOYOTA 4Runner	4	(6 cyl)	Auto-L5	2WD	Gasoline	CA	L2	6TYXT04.0NEM	SUV	6	N/A	16	20	18	23.2945	5	no
TOYOTA 4Runner	4	(6 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6TYXT04.0NEM	SUV	6	N/A	15	19	17	21.6876	4	no
TOYOTA 4Runner	4.7	(8 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6TYXT04.7PEM	SUV	6	N/A	15	18	16	21.1273	4	no
TOYOTA 4Runner	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6TYXT04.7PKX	SUV	3	N/A	14	18	16	20.3693	4	no
TOYOTA Avalon	3.5	(6 cyl)	Auto-S5	2WD	Gasoline	CA	U2	6TYXV03.5PEA	large car	7	N/A	20	28	23	29.6852	7	yes
TOYOTA Avalon	3.5	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6TYXV03.5PEA	large car	6	N/A	20	28	23	29.6852	7	yes
TOYOTA Camry	2.4	(4 cyl)	Auto-L5	2WD	Gasoline	CA	S2	6TYXV02.4MXA	midsize car	9.5	N/A	21	31	25	32.4596	7	yes
TOYOTA Camry	2.4	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6TYXV02.4BEB	midsize car	7	N/A	21	30	24	31.9847	7	yes
TOYOTA Camry	2.4	(4 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6TYXV02.4BEB	midsize car	7	N/A	21	31	25	32.4596	7	yes
TOYOTA Camry	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6TYXV03.3BEA	midsize car	7	N/A	18	27	21	27.7565	6	yes
TOYOTA Camry	2.4	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6TYXV02.4BEB	midsize car	6	N/A	21	30	24	31.9847	7	yes
TOYOTA Camry	2.4	(4 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6TYXV02.4BEB	midsize car	6	N/A	21	31	25	32.4596	7	yes
TOYOTA Camry	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6TYXV03.3BEA	midsize car	6	N/A	18	27	21	27.7565	6	no
TOYOTA Camry	3	(6 cyl)	Auto-L5	2WD	Gasoline	CA	ULEV	6TYXV03.0WMA	midsize car	3	N/A	18	26	21	27.1184	6	no
TOYOTA Camry	3	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B9	6TYXV03.0WMA	midsize car	2	N/A	18	26	21	27.1184	6	no
TOYOTA Corolla	1.8	(4 cyl)	Auto-L4	2WD	Gasoline	CA	U2	6TYXV01.8PEA	small car	7	N/A	26	35	29	39.1089	8	yes
TOYOTA Corolla	1.8	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6TYXV01.8PEA	small car	7	N/A	28	37	31	41.7571	9	yes
TOYOTA Corolla	1.8	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6TYXV01.8PEA	small car	6	N/A	26	35	29	39.1089	8	yes
TOYOTA Corolla	1.8	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6TYXV01.8PEA	small car	6	N/A	28	37	31	41.7571	9	yes
TOYOTA Corolla	1.8	(4 cyl)	Man-6	2WD	Gasoline	CA	LEV	6TYXV01.8VRA	small car	2	N/A	22	31	25	33.6258	7	no
TOYOTA Corolla	1.8	(4 cyl)	Man-6	2WD	Gasoline	FA	B10	6TYXV01.8VRA	small car	1	N/A	22	31	25	33.6258	7	no
TOYOTA Highlander	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6TYXT03.3BEM	SUV	7	N/A	17	23	19	25.0083	5	no
TOYOTA Highlander	3.3	(6 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6TYXT03.3BEM	SUV	7	N/A	16	22	19	24.076	5	no
TOYOTA Highlander	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6TYXT03.3BEM	SUV	6	N/A	17	23	19	25.0083	5	no
TOYOTA Highlander	3.3	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6TYXT03.3BEM	SUV	6	N/A	16	22	19	24.076	5	no
TOYOTA Highlander	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	FC	B9	6TYXT02.45MM	SUV	2	N/A	19	25	22	28.2645	6	no
TOYOTA Highlander	2.4	(4 cyl)	Auto-L4	4WD	Gasoline	FC	B9	6TYXT02.45MM	SUV	2	N/A	18	23	20	26.3668	6	no
TOYOTA Highlander Hybrid	3.3	(6 cyl)	Auto-AV	2WD	Gasoline	CA	S2	6TYXT03.3CC1	SUV	9	N/A	28	25	27	36.2034	8	yes
TOYOTA Highlander Hybrid	3.3	(6 cyl)	Auto-AV	4WD	Gasoline	CA	S2	6TYXT03.3CC1	SUV	9	N/A	27	25	26	34.2666	8	yes
TOYOTA Highlander Hybrid	3.3	(6 cyl)	Auto-AV	2WD	Gasoline	FA	B3	6TYXT03.3CC1	SUV	8	N/A	28	25	27	36.2034	8	yes
TOYOTA Highlander Hybrid	3.3	(6 cyl)	Auto-AV	4WD	Gasoline	FA	B3	6TYXT03.3CC1	SUV	8	N/A	27	25	26	34.2666	8	yes
TOYOTA Land Cruiser	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6TYXT04.7NKY	SUV	6	N/A	12	15	13	17.2511	1	no
TOYOTA Land Cruiser	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6TYXT04.7NKY	SUV	3	N/A	12	15	13	17.2511	1	no
TOYOTA Matrix	1.8	(4 cyl)	Auto-L4	2WD	Gasoline	CA	U2	6TYXV01.8PEA	station wagon	7	N/A	25	31	27	36.1075	8	yes
TOYOTA Matrix	1.8	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6TYXV01.8PEA	station wagon	7	N/A	26	33	29	38.2185	8	yes
TOYOTA Matrix	1.8	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6TYXV01.8PEA	station wagon	6	N/A	25	31	27	36.1075	8	yes
TOYOTA Matrix	1.8	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6TYXV01.8PEA	station wagon	6	N/A	26	33	29	38.2185	8	yes
TOYOTA Matrix	1.8	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B9	6TYXV01.8VMB	station wagon	2	N/A	22	29	25	32.752	7	no
TOYOTA Matrix	1.8	(4 cyl)	Man-6	2WD	Gasoline	CA	LEV	6TYXV01.8VRA	station wagon	2	N/A	22	29	25	32.6199	7	no
TOYOTA Matrix	1.8	(4 cyl)	Auto-L4	4WD	Gasoline	CA	LEV	6TYXV01.8VMB	station wagon	2	N/A	22	29	25	32.752	7	no
TOYOTA Matrix	1.8	(4 cyl)	Man-6	2WD	Gasoline	FA	B10	6TYXV01.8VRA	station wagon	1	N/A	22	29	25	32.6199	7	no
TOYOTA Prius	1.5	(4 cyl)	Auto-AV	2WD	Gasoline	CA	S2	6TYXV01.5MC1	midsize car	9.5	N/A	48	45	46	65.7778	10	yes
TOYOTA Prius	1.5	(4 cyl)	Auto-AV	2WD	Gasoline	FA	B3	6TYXV01.5MC1	midsize car	8	N/A	48	45	46	65.7778	10	yes
TOYOTA RAV4	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	CA	U2	6TYXT02.4PEH	SUV	7	N/A	21	27	24	30.9485	7	yes
TOYOTA RAV4	2.4	(4 cyl)	Auto-L4	4WD	Gasoline	CA	U2	6TYXT02.4PEM	SUV	7	N/A	20	25	22	29.1848	6	yes
TOYOTA RAV4	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6TYXT03.5PEM	SUV	7	N/A	19	27	22	28.9095	6	yes
TOYOTA RAV4	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6TYXT03.5PEM	SUV	7	N/A	19	26	21	27.8559	6	yes
TOYOTA RAV4	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6TYXT02.4PEH	SUV	6	N/A	21	27	24	30.9485	7	yes
TOYOTA RAV4	2.4	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6TYXT02.4PEM	SUV	6	N/A	20	25	22	29.1848	6	no
TOYOTA RAV4	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6TYXT03.5PEM	SUV	6	N/A	19	27	22	28.9095	6	no
TOYOTA RAV4	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6TYXT03.5PEM	SUV	6	N/A	19	26	21	27.8559	6	no
TOYOTA Scion TC	2.4	(4 cyl)	Man-5	2WD	Gasoline	CA	ULEV	6TYXV02.4WMC	small car	3	N/A	19	27	22	28.82	6	no
TOYOTA Scion TC	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	CA	ULEV	6TYXV02.4WMC	small car	3	N/A	20	27	23	30.1936	7	no
TOYOTA Scion TC	2.4	(4 cyl)	Man-5	2WD	Gasoline	FA	B9	6TYXV02.4WMC	small car	2	N/A	19	27	22	28.82	6	no
TOYOTA Scion TC	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B9	6TYXV02.4WMC	small car	2	N/A	20	27	23	30.1936	7	no
TOYOTA Scion XA	1.5	(4 cyl)	Man-5	2WD	Gasoline	FA	B9	6TYXV01.5VMB	small car	2	N/A	27	34	30	39.9131	8	no
TOYOTA Scion XA	1.5	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B9	6TYXV01.5VMB	small car	2	N/A	27	35	30	40.0488	8	no
TOYOTA Scion XA	1.5	(4 cyl)	Man-5	2WD	Gasoline	CA	LEV	6TYXV01.5VMB	small car	2	N/A	27	34	30	39.9131	8	no
TOYOTA Scion XA	1.5	(4 cyl)	Auto-L4	2WD	Gasoline	CA	LEV	6TYXV01.5VMB	small car	2	N/A	27	35	30	40.0488	8	no
TOYOTA Scion XB	1.5	(4 cyl)	Man-5	2WD	Gasoline	FA	B9	6TYXV01.5VMB	station wagon	2	N/A	26	30	28	37.063	8	no
TOYOTA Scion XB	1.5	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B9	6TYXV01.5VMB	station wagon	2	N/A	26	31	28	36.9559	8	no
TOYOTA Scion XB	1.5	(4 cyl)	Man-5	2WD	Gasoline	CA	LEV	6TYXV01.5VMB	station wagon	2	N/A	26	30	28	37.063	8	no
TOYOTA Scion XB	1.5	(4 cyl)	Auto-L4	2WD	Gasoline	CA	LEV	6TYXV01.5VMB	station wagon	2	N/A	26	31	28	36.9559	8	no
TOYOTA Sequoia	4.7	(8 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6TYXT04.7PKW	SUV	7	N/A	14	17	15	19.3631	3	no
TOYOTA Sequoia	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6TYXT04.7PKW	SUV	7	N/A	13	16	14	18.6801	2	no
TOYOTA Sequoia	4.7	(8 cyl)	Auto-L5	2WD	Gasoline	FA	B8	6TYXT04.7PKW	SUV	3	N/A	14	17	15	19.3631	3	no
TOYOTA Sequoia	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6TYXT04.7PKW	SUV	3	N/A	13	16	14	18.6801	2	no
TOYOTA Sienna	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6TYXT03.3BEM	minivan	7	N/A	17	24	19	25.0783	5	no
TOYOTA Sienna	3.3	(6 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6TYXT03.3BEM	minivan	7	N/A	15	21	17	22.5832	4	no
TOYOTA Sienna	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6TYXT03.3BEM	minivan	6	N/A	17	24	19	25.0783	5	no
TOYOTA Sienna	3.3	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6TYXT03.3BEM	minivan	6	N/A	15	21	17	22.5832	4	no
TOYOTA Solara	2.4	(4 cyl)	Auto-S5	2WD	Gasoline	CA	U2	6TYXV02.4BEB	small car	7	N/A	20	30	24	31.4598	7	yes
TOYOTA Solara	2.4	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6TYXV02.4BEB	small car	7	N/A	21	30	24	31.9847	7	yes
TOYOTA Solara	3.3	(6 cyl)	Auto-S5	2WD	Gasoline	CA	U2	6TYXV03.3BEA	small car	7	N/A	18	27	21	27.7565	6	yes
TOYOTA Solara	2.4	(4 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6TYXV02.4BEB	small car	6	N/A	20	30	24	31.4598	7	yes
TOYOTA Solara	2.4	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6TYXV02.4BEB	small car	6	N/A	21	30	24	31.9847	7	yes
TOYOTA Solara	3.3	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6TYXV03.3BEA	small car	6	N/A	18	27	21	27.7565	6	no
TOYOTA Solara Convertible	3.3	(6 cyl)	Auto-S5	2WD	Gasoline	CA	U2	6TYXV03.3BEA	small car	7	N/A	18	26	21	27.1873	6	yes
TOYOTA Solara Convertible	3.3	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6TYXV03.3BEA	small car	6	N/A	18	26	21	27.1873	6	no
TOYOTA Tacoma	2.7	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6TYXT02.7NHH	pickup	6	N/A	18	24	21	26.9001	6	no
TOYOTA Tacoma	2.7	(4 cyl)	Man-5	2WD	Gasoline	CA	L2	6TYXT02.7NHH	pickup	6	N/A	18	25	20	26.7018	6	no
TOYOTA Tacoma	2.7	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6TYXT02.7NHM	pickup	6	N/A	18	24	21	26.9001	6	no
TOYOTA Tacoma	2.7	(4 cyl)	Man-5	2WD	Gasoline	CA	L2	6TYXT02.7NHM	pickup	6	N/A	18	25	20	26.7018	6	no
TOYOTA Tacoma	2.7	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6TYXT02.7NHM	pickup	6	N/A	17	21	18	23.9231	5	no
