Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Underhood ID	Veh Class	Air Pollution Score	FE Calc Appr	City MPG	Hwy MPG	Cmb MPG	Unadj Cmb MPG	Greenhouse Gas Score	SmartWay
PONTIAC Vibe	1.8	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6NTXV01.8PEA	station wagon	6	N/A	26	33	29	38.3516	8	yes
PONTIAC Vibe	1.8	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B9	6NTXV01.8VMB	station wagon	2	N/A	22	29	25	32.752	7	no
PONTIAC Vibe	1.8	(4 cyl)	Auto-L4	4WD	Gasoline	CA	LEV	6NTXV01.8VMB	station wagon	2	N/A	22	29	25	32.752	7	no
PONTIAC Vibe	1.8	(4 cyl)	Man-6	2WD	Gasoline	CA	LEV	6NTXV01.8VRA	station wagon	2	N/A	22	29	25	32.9126	7	no
PONTIAC Vibe	1.8	(4 cyl)	Man-6	2WD	Gasoline	FA	B10	6NTXV01.8VRA	station wagon	1	N/A	22	29	25	32.9126	7	no
PONTIAC Wave 5	1.6	(4 cyl)	Auto-4	2WD	Gasoline	FC	U2	6GDXV01.6D04	small car	7	N/A	21	31	25	32.6016	7	yes
PONTIAC Wave 5	1.6	(4 cyl)	Man-5	2WD	Gasoline	FC	U2	6GDXV01.6D04	small car	7	N/A	22	32	26	34.1845	8	yes
PONTIAC Wave 5	1.6	(4 cyl)	Auto-4	2WD	Gasoline	FC	B5	6GDXV01.6D04	small car	6	N/A	21	31	25	32.6016	7	yes
PONTIAC Wave 5	1.6	(4 cyl)	Man-5	2WD	Gasoline	FC	B5	6GDXV01.6D04	small car	6	N/A	22	32	26	34.1845	8	yes
PORSCHE Boxster	2.7	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6PRXV03.2987	small car	6	N/A	16	24	19	24.8755	5	no
PORSCHE Boxster	2.7	(6 cyl)	Man-6	2WD	Gasoline	FA	B5	6PRXV03.2987	small car	6	N/A	18	26	21	27.1436	6	no
PORSCHE Boxster	2.7	(6 cyl)	Man-5	2WD	Gasoline	FA	B5	6PRXV03.2987	small car	6	N/A	18	27	21	27.039	6	no
PORSCHE Boxster	2.7	(6 cyl)	Auto-L5	2WD	Gasoline	CA	L2	6PRXV03.2987	small car	6	N/A	16	24	19	24.8755	5	no
PORSCHE Boxster	2.7	(6 cyl)	Man-6	2WD	Gasoline	CA	L2	6PRXV03.2987	small car	6	N/A	18	26	21	27.1436	6	no
PORSCHE Boxster	2.7	(6 cyl)	Man-5	2WD	Gasoline	CA	L2	6PRXV03.2987	small car	6	N/A	18	27	21	27.039	6	no
PORSCHE Boxster S	3.2	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6PRXV03.2987	small car	6	N/A	16	24	19	24.7707	5	no
PORSCHE Boxster S	3.2	(6 cyl)	Man-6	2WD	Gasoline	FA	B5	6PRXV03.2987	small car	6	N/A	17	25	20	25.8647	6	no
PORSCHE Boxster S	3.2	(6 cyl)	Auto-L5	2WD	Gasoline	CA	L2	6PRXV03.2987	small car	6	N/A	16	24	19	24.7707	5	no
PORSCHE Boxster S	3.2	(6 cyl)	Man-6	2WD	Gasoline	CA	L2	6PRXV03.2987	small car	6	N/A	17	25	20	25.8647	6	no
PORSCHE Carrera Cabriolet	3.6	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	24	19	24.3008	5	no
PORSCHE Carrera Cabriolet	3.6	(6 cyl)	Man-6	4WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	24	19	24.8125	5	no
PORSCHE Carrera Cabriolet	3.6	(6 cyl)	Man-6	2WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	24	19	24.8125	5	no
PORSCHE Carrera Cabriolet	3.6	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	17	24	19	25.1622	5	no
PORSCHE Carrera Cabriolet	3.6	(6 cyl)	Auto-L5	4WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	24	19	24.3008	5	no
PORSCHE Carrera Cabriolet	3.6	(6 cyl)	Man-6	4WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	24	19	24.8125	5	no
PORSCHE Carrera Cabriolet	3.6	(6 cyl)	Man-6	2WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	24	19	24.8125	5	no
PORSCHE Carrera Cabriolet	3.6	(6 cyl)	Auto-L5	2WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	17	24	19	25.1622	5	no
PORSCHE Carrera Coupe	3.6	(6 cyl)	Man-6	4WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	24	19	24.3902	5	no
PORSCHE Carrera Coupe	3.6	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	24	19	24.4204	5	no
PORSCHE Carrera Coupe	3.6	(6 cyl)	Man-6	2WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	24	19	24.8053	5	no
PORSCHE Carrera Coupe	3.6	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	17	24	19	25.2829	5	no
PORSCHE Carrera Coupe	3.6	(6 cyl)	Man-6	4WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	24	19	24.3902	5	no
PORSCHE Carrera Coupe	3.6	(6 cyl)	Auto-L5	4WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	24	19	24.4204	5	no
PORSCHE Carrera Coupe	3.6	(6 cyl)	Man-6	2WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	24	19	24.8053	5	no
PORSCHE Carrera Coupe	3.6	(6 cyl)	Auto-L5	2WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	17	24	19	25.2829	5	no
PORSCHE Carrera Coupe	3.8	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	23	19	24.506	5	no
PORSCHE Carrera Coupe	3.8	(6 cyl)	Man-6	2WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	24	19	24.2037	5	no
PORSCHE Carrera Coupe	3.8	(6 cyl)	Auto-L5	2WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	23	19	24.506	5	no
PORSCHE Carrera Coupe	3.8	(6 cyl)	Man-6	2WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	24	19	24.2037	5	no
PORSCHE Carrera S	3.8	(6 cyl)	Man-6	4WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	15	23	18	23.3905	5	no
PORSCHE Carrera S	3.8	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	23	19	24.3158	5	no
PORSCHE Carrera S	3.8	(6 cyl)	Man-6	4WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	15	23	18	23.3905	5	no
PORSCHE Carrera S	3.8	(6 cyl)	Auto-L5	4WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	23	19	24.3158	5	no
PORSCHE Carrera S Cabriolet	3.8	(6 cyl)	Man-6	4WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	23	18	23.423	5	no
PORSCHE Carrera S Cabriolet	3.8	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	23	19	24.0757	5	no
PORSCHE Carrera S Cabriolet	3.8	(6 cyl)	Man-6	2WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	23	19	24.2357	5	no
PORSCHE Carrera S Cabriolet	3.8	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B9	6PRXV03.8997	small car	2	N/A	16	23	19	24.5722	5	no
PORSCHE Carrera S Cabriolet	3.8	(6 cyl)	Man-6	4WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	23	18	23.423	5	no
PORSCHE Carrera S Cabriolet	3.8	(6 cyl)	Auto-L5	4WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	23	19	24.0757	5	no
PORSCHE Carrera S Cabriolet	3.8	(6 cyl)	Man-6	2WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	23	19	24.2357	5	no
PORSCHE Carrera S Cabriolet	3.8	(6 cyl)	Auto-L5	2WD	Gasoline	CA	LEV	6PRXV03.8997	small car	2	N/A	16	23	19	24.5722	5	no
PORSCHE Cayenne	3.2	(6 cyl)	Man-6	4WD	Gasoline	FA	B8	6PRXT03.26E1	SUV	3	N/A	13	19	15	19.4042	3	no
PORSCHE Cayenne	3.2	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6PRXT03.26E1	SUV	3	N/A	14	18	15	19.5942	3	no
PORSCHE Cayenne	3.2	(6 cyl)	Man-6	4WD	Gasoline	CA	SLEV	6PRXT03.26E1	SUV	3	N/A	13	19	15	19.4042	3	no
PORSCHE Cayenne	3.2	(6 cyl)	Auto-L5	4WD	Gasoline	CA	SLEV	6PRXT03.26E1	SUV	3	N/A	14	18	15	19.5942	3	no
PORSCHE Cayenne S	4.5	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6PRXT04.5SE1	SUV	3	N/A	12	17	14	18.2033	2	no
PORSCHE Cayenne S	4.5	(8 cyl)	Auto-L5	4WD	Gasoline	CA	SLEV	6PRXT04.5SE1	SUV	3	N/A	12	17	14	18.2033	2	no
PORSCHE Cayenne Turbo	4.5			4WD	Gasoline	FA	B10	6PRXT04.5TE1	SUV	1	N/A	N/A	N/A	N/A	N/A	N/A	no
PORSCHE Cayenne Turbo	4.5	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B10	6PRXT04.5TE1	SUV	1	N/A	12	17	14	17.3824	2	no
PORSCHE Cayenne Turbo	4.5			4WD	Gasoline	CA	ULEV	6PRXT04.5TE1	SUV	1	N/A	N/A	N/A	N/A	N/A	N/A	no
PORSCHE Cayenne Turbo	4.5	(8 cyl)	Auto-L5	4WD	Gasoline	CA	ULEV	6PRXT04.5TE1	SUV	1	N/A	12	17	14	17.3824	2	no
ROLLS-ROYCE Phantom	6.7	(12 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6RRGV06.7N73	midsize car	2	N/A	11	17	13	16.9538	1	no
ROLLS-ROYCE Phantom	6.7	(12 cyl)	Auto-S6	2WD	Gasoline	CA	LEV	6RRGV06.7N73	midsize car	2	N/A	11	17	13	16.9538	1	no
ROUSH Boss F150 Super Cab	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	FA	B8	6LAWT05.4RI7	pickup	3	N/A	11	14	12	15.2035	0	no
ROUSH Boss F150 Super Cab	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6LAWT05.4RI7	pickup	3	N/A	11	14	12	15.2035	0	no
ROUSH Boss F150 Super Cab	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6LAWT05.4RI7	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
ROUSH Stage 3 F150	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	FA	B8	6RIIT05.4RI7	pickup	3	N/A	11	14	12	15.2035	0	no
ROUSH Stage 3 F150	5.4	(8 cyl)	Auto-L4	4WD	Gasoline	FA	B8	6RIIT05.4RI7	pickup	3	N/A	11	14	12	15.2035	0	no
ROUSH Stage 3 F150	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6RIIT05.4RI7	pickup	3	N/A	11	14	12	15.2035	0	no
ROUSH Stage 3 F150	5.4	(8 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6RIIT05.4RI7	pickup	3	N/A	11	14	12	15.2035	0	no
ROUSH Stage 3 F150	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6RIIT05.4RI7	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
ROUSH Stage 3 F150	5.4	(8 cyl)	Auto-L4	4WD	Gasoline	CF	N/A*	6RIIT05.4RI7	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
ROUSH Stage 3 Mustang	4.6	(8 cyl)	Man-5	2WD	Gasoline	FA	B5	6RIIV04.6VEM	small car	6	N/A	14	20	16	20.5531	4	no
ROUSH Stage 3 Mustang	4.6	(8 cyl)	Man-5	2WD	Gasoline	CA	L2	6RIIV04.6VEM	small car	6	N/A	14	20	16	20.5531	4	no
ROUSH Stage 3 Mustang	4.6	(8 cyl)	Man-5	2WD	Gasoline	CF	N/A*	6RIIV04.6VEM	small car	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
SAAB 9-2X	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXV02.5PRA	station wagon	6	N/A	18	23	20	26.2931	6	no
SAAB 9-2X	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXV02.5PRA	station wagon	6	N/A	18	25	21	27.0374	6	no
SAAB 9-2X	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXX02.5MTC	station wagon	6	N/A	19	25	22	28.3085	6	no
SAAB 9-2X	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5MTC	station wagon	6	N/A	19	26	22	28.7611	6	no
SAAB 9-2X	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXV02.5PRA	station wagon	6	N/A	18	23	20	26.2931	6	no
SAAB 9-2X	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXV02.5PRA	station wagon	6	N/A	18	25	21	27.0374	6	no
SAAB 9-2X	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXX02.5MTC	station wagon	6	N/A	19	25	22	28.3085	6	no
SAAB 9-2X	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXX02.5MTC	station wagon	6	N/A	19	26	22	28.7611	6	no
SAAB 9-3 Convertible	2.8	(6 cyl)	Auto-S6	2WD	Gasoline	FC	B4	6GMXV02.8004	small car	7	N/A	15	26	19	23.9979	5	no
SAAB 9-3 Convertible	2.8	(6 cyl)	Man-6	2WD	Gasoline	FC	B4	6GMXV02.8004	small car	7	N/A	16	26	19	24.8489	5	no
SAAB 9-3 Convertible	2	(4 cyl)	Auto-S5	2WD	Gasoline	FC	B8	6GMXV02.0003	small car	3	N/A	17	25	20	25.854	6	no
SAAB 9-3 Convertible	2	(4 cyl)	Man-5	2WD	Gasoline	FC	B8	6GMXV02.0003	small car	3	N/A	19	27	21	27.9841	6	no
SAAB 9-3 Sport Sedan	2.8	(6 cyl)	Auto-S6	2WD	Gasoline	FC	B4	6GMXV02.8004	small car	7	N/A	15	26	19	23.9979	5	no
SAAB 9-3 Sport Sedan	2.8	(6 cyl)	Man-6	2WD	Gasoline	FC	B4	6GMXV02.8004	small car	7	N/A	16	26	19	24.8489	5	no
SAAB 9-3 Sport Sedan	2	(4 cyl)	Auto-S5	2WD	Gasoline	FC	B8	6GMXV02.0003	small car	3	N/A	19	29	23	29.48	7	no
SAAB 9-3 Sport Sedan	2	(4 cyl)	Man-5	2WD	Gasoline	FC	B8	6GMXV02.0003	small car	3	N/A	20	28	23	29.6295	7	no
SAAB 9-3 Sportcombi	2.8	(6 cyl)	Auto-S6	2WD	Gasoline	FC	B4	6GMXV02.8004	station wagon	7	N/A	15	26	19	23.9979	5	no
SAAB 9-3 Sportcombi	2.8	(6 cyl)	Man-6	2WD	Gasoline	FC	B4	6GMXV02.8004	station wagon	7	N/A	16	26	19	24.8489	5	no
SAAB 9-3 Sportcombi	2	(4 cyl)	Auto-S5	2WD	Gasoline	FC	B8	6GMXV02.0003	station wagon	3	N/A	19	29	23	29.48	7	no
SAAB 9-3 Sportcombi	2	(4 cyl)	Man-5	2WD	Gasoline	FC	B8	6GMXV02.0003	station wagon	3	N/A	20	28	23	29.6295	7	no
SAAB 9-5	2.3	(4 cyl)	Auto-S5	2WD	Gasoline	FC	B8	6GMXV02.3001	midsize car	3	N/A	16	26	20	25.4009	6	no
SAAB 9-5	2.3	(4 cyl)	Man-5	2WD	Gasoline	FC	B8	6GMXV02.3001	midsize car	3	N/A	18	27	22	28.0807	6	no
SAAB 9-5 Sportcombi	2.3	(4 cyl)	Auto-S5	2WD	Gasoline	FC	B8	6GMXV02.3001	station wagon	3	N/A	16	26	20	25.4009	6	no
SAAB 9-5 Sportcombi	2.3	(4 cyl)	Man-5	2WD	Gasoline	FC	B8	6GMXV02.3001	station wagon	3	N/A	18	27	22	28.0807	6	no
SAAB 9-7X	4.2	(6 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6GMXT04.2187	SUV	3	N/A	14	20	16	20.5816	4	no
SAAB 9-7X	5.3	(8 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6GMXT06.0387	SUV	3	N/A	14	19	16	20.0389	4	no
SATURN Ion	2.2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	SLEV	6GMXV02.2030	small car	9.5	N/A	21	29	24	31.6717	7	yes
SATURN Ion	2.2	(4 cyl)	Man-5	2WD	Gasoline	CA	SLEV	6GMXV02.2030	small car	9.5	N/A	23	32	26	34.5675	8	yes
SATURN Ion	2.2	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXV02.4029	small car	6	N/A	21	29	24	31.6717	7	yes
SATURN Ion	2.2	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6GMXV02.4029	small car	6	N/A	23	32	26	34.5675	8	yes
SATURN Ion	2.2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXV02.4029	small car	6	N/A	21	29	24	31.6717	7	yes
SATURN Ion	2.2	(4 cyl)	Man-5	2WD	Gasoline	CA	L2	6GMXV02.4029	small car	6	N/A	23	32	26	34.5675	8	yes
SATURN Ion	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXV02.4029	small car	6	N/A	21	29	24	31.6518	7	yes
SATURN Ion	2.4	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6GMXV02.4029	small car	6	N/A	22	31	25	33.3736	7	yes
SATURN Ion	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXV02.4029	small car	6	N/A	21	29	24	31.6518	7	yes
SATURN Ion	2.4	(4 cyl)	Man-5	2WD	Gasoline	CA	L2	6GMXV02.4029	small car	6	N/A	22	31	25	33.3736	7	yes
SATURN Ion	2	(4 cyl)	Man-5	2WD	Gasoline	FC	B8	6GMXV02.0018	small car	3	N/A	20	27	23	30.1	7	no
SATURN Relay	3.5	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXB03.9146	minivan	6	N/A	16	23	19	24.2043	5	no
SATURN Relay	3.5	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6GMXB03.9146	minivan	6	N/A	15	21	17	22.4126	4	no
SATURN Relay	3.5	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXB03.9146	minivan	6	N/A	16	23	19	24.2043	5	no
SATURN Relay	3.5	(6 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6GMXB03.9146	minivan	6	N/A	15	21	17	22.4126	4	no
SATURN Relay	3.9	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXB03.9146	minivan	6	N/A	16	23	19	24.1055	5	no
SATURN Relay	3.9	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXB03.9146	minivan	6	N/A	16	23	19	24.1055	5	no
SATURN Vue	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6GMXT03.5145	SUV	7	N/A	18	25	20	26.5169	6	yes
SATURN Vue	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6GMXT03.5145	SUV	7	N/A	17	23	19	24.7021	5	no
SATURN Vue	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6GMXT03.5145	SUV	6	N/A	18	25	20	26.5169	6	no
SATURN Vue	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6GMXT03.5145	SUV	6	N/A	17	23	19	24.7021	5	no
SATURN Vue	2.2	(4 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6GMXT02.2123	SUV	3	N/A	19	25	21	28.169	6	no
SATURN Vue	2.2	(4 cyl)	Man-5	2WD	Gasoline	FC	B8	6GMXT02.2123	SUV	3	N/A	20	27	23	29.6753	7	no
SPYKER C8 Laviolette	4.2	(8 cyl)	Man-6	2WD	Gasoline	FA	B9	6SKRV04.2JHB	small car	2	N/A	13	18	15	18.9979	3	no
SPYKER C8 Laviolette	4.2	(8 cyl)	Man-6	2WD	Gasoline	CA	LEV	6SKRV04.2JHB	small car	2	N/A	13	18	15	18.9979	3	no
SPYKER C8 Spyder	4.2	(8 cyl)	Man-6	2WD	Gasoline	FA	B9	6SKRV04.2JHB	small car	2	N/A	13	18	15	18.9979	3	no
SPYKER C8 Spyder	4.2	(8 cyl)	Man-6	2WD	Gasoline	CA	LEV	6SKRV04.2JHB	small car	2	N/A	13	18	15	18.9979	3	no
SUBARU B9 Tribeca	3	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6FJXT03.0TSB	SUV	6	N/A	16	21	18	23.0224	5	no
SUBARU B9 Tribeca	3	(6 cyl)	Auto-S5	4WD	Gasoline	CA	L2	6FJXT03.0TSB	SUV	6	N/A	16	21	18	23.0224	5	no
SUBARU Baja	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXT02.5MJS	SUV	6	N/A	19	25	21	27.8407	6	no
SUBARU Baja	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXT02.5MJS	SUV	6	N/A	20	26	22	29.104	6	no
SUBARU Baja	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXT02.5MJS	SUV	6	N/A	19	25	21	27.8407	6	no
SUBARU Baja	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXT02.5MJS	SUV	6	N/A	20	26	22	29.104	6	no
SUBARU Baja	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	FA	B9	6FJXT02.5PGT	SUV	2	N/A	16	21	18	23.7623	5	no
SUBARU Baja	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B9	6FJXT02.5PGT	SUV	2	N/A	17	23	19	24.9846	5	no
SUBARU Baja	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	CA	LEV	6FJXT02.5PGT	SUV	2	N/A	16	21	18	23.7623	5	no
SUBARU Baja	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	LEV	6FJXT02.5PGT	SUV	2	N/A	17	23	19	24.9846	5	no
SUBARU Forester	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXV02.5PRA	SUV	6	N/A	17	24	20	25.7486	6	no
SUBARU Forester	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXV02.5PRA	SUV	6	N/A	18	24	20	26.651	6	no
SUBARU Forester	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXX02.5MTC	SUV	6	N/A	20	25	22	28.947	6	no
SUBARU Forester	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5MTC	SUV	6	N/A	20	27	22	29.0252	6	no
SUBARU Forester	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXV02.5PRA	SUV	6	N/A	17	24	20	25.7486	6	no
SUBARU Forester	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXV02.5PRA	SUV	6	N/A	18	24	20	26.651	6	no
SUBARU Forester	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXX02.5MTC	SUV	6	N/A	20	25	22	28.947	6	no
SUBARU Forester	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXX02.5MTC	SUV	6	N/A	20	27	22	29.0252	6	no
SUBARU Impreza	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXV02.5PRA	small car	6	N/A	17	24	20	25.7486	6	no
SUBARU Impreza	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXV02.5PRA	small car	6	N/A	18	24	20	26.651	6	no
SUBARU Impreza	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXX02.5MTC	small car	6	N/A	20	25	22	28.947	6	no
SUBARU Impreza	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5MTC	small car	6	N/A	20	27	22	29.0252	6	no
SUBARU Impreza	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXV02.5PRA	small car	6	N/A	17	24	20	25.7486	6	no
SUBARU Impreza	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXV02.5PRA	small car	6	N/A	18	24	20	26.651	6	no
SUBARU Impreza	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXX02.5MTC	small car	6	N/A	20	25	22	28.947	6	no
SUBARU Impreza	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXX02.5MTC	small car	6	N/A	20	27	22	29.0252	6	no
SUBARU Impreza	2.5	(4 cyl)	Man-6	4WD	Gasoline	CA	LEV	6FJXV02.5RGV	small car	2	N/A	16	22	18	23.2779	5	no
SUBARU Impreza	2.5	(4 cyl)	Man-6	4WD	Gasoline	FA	B10	6FJXV02.5RGV	small car	1	N/A	16	22	18	23.2779	5	no
SUBARU Impreza Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXV02.5PRA	station wagon	6	N/A	17	24	20	25.7486	6	no
SUBARU Impreza Wagon	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXV02.5PRA	station wagon	6	N/A	18	24	20	26.651	6	no
SUBARU Impreza Wagon	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FJXX02.5MTC	station wagon	6	N/A	20	25	22	28.947	6	no
SUBARU Impreza Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5MTC	station wagon	6	N/A	20	27	22	29.0252	6	no
SUBARU Impreza Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXV02.5PRA	station wagon	6	N/A	17	24	20	25.7486	6	no
SUBARU Impreza Wagon	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXV02.5PRA	station wagon	6	N/A	18	24	20	26.651	6	no
SUBARU Impreza Wagon	2.5	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FJXX02.5MTC	station wagon	6	N/A	20	25	22	28.947	6	no
SUBARU Impreza Wagon	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6FJXX02.5MTC	station wagon	6	N/A	20	27	22	29.0252	6	no
SUBARU Legacy	2.5	(4 cyl)	Man-5	4WD	Gasoline	CA	S2	6FJXX02.5NVD	small car	9.5	N/A	20	27	22	29.0252	6	yes
SUBARU Legacy	2.5	(4 cyl)	Auto-S4	4WD	Gasoline	CA	S2	6FJXX02.5NVD	small car	9.5	N/A	20	27	23	30.0241	7	yes
SUBARU Legacy	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5MTC	small car	6	N/A	20	27	22	29.0252	6	no
SUBARU Legacy	2.5	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FJXX02.5NVD	small car	6	N/A	20	27	22	29.0252	6	no
